ProtoForm	ProtoFormGloss	Reflex	ReflexGloss	GlottologName	ACDName	GlottoCode	Latitude	Longitude	ProtoLanguage	ReflexCount
*kápuy	weakness, debility; feeble, unable to perform	kápoy	weakness, debility	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	lésles	hold up one’s skirt or pants legs (when crossing a river)	Central Cagayan Agta	Agta (Central Cagayan)	cent2084	17.9571	121.857	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	mag-lesles	lift or roll up clothes when crossing a body of water so that they do not get wet	Dupaninan Agta	Agta (Dupaningan)	dupa1235	17.3748	122.188	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	lésles	hold up one’s skirt or pants legs (when crossing a river)	Dupaninan Agta	Agta (Eastern)	dupa1235	17.3748	122.188	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	mag-luslós	to curl or turn up	Bikol	Bikol	biko1240			PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	ləsləs-ən	to roll up, to fold back (as clothes so that they don’t get wet in wading)	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	luslus	for something that wraps something and is attached to it to slip off, especially the foreskin	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	luslús	sliding up and down or removal of ringlike objects from more stationary bodies, as when removing a breastband from the body, or in moving a band up and down a hollow cylinder or pole	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	man-desdes	to roll up one’s sleeves, trouser legs; to push something out of the way (as pushing back the cuticle around a fingernail, cut grass at the edge of a field	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	lesles	roll up the sleeves, pant legs, bags, etc.	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	leslés	plait in clothing	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	xesxes-en	to make a cigar	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	leslés	to turn up; to tuck up; to cock; to tie up	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	i-lislís	to lift up the skirt or dress	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	14
*lesles₁	lift up the clothes, roll up the pant legs (as when crossing shallow water)	luslus	loose and about to fall down, as of pants	Tausug	Tausug	taus1251	5.12236	118.88	PPh	14
*luh(e)naw	green, as vegetation	ma-luʔnaw	green	Tagbanwa	Aborlan Tagbanwa	tagb1258	9.54263	118.497	PPh	14
*luh(e)naw	green, as vegetation	m-lunu	green	Koronadal Blaan	Blaan	koro1310	6.20529	125.007	PPh	14
*luh(e)naw	green, as vegetation	m-lunu	green	Koronadal Blaan	Blaan (Koronadal)	koro1310	6.20529	125.007	PPh	14
*luh(e)naw	green, as vegetation	lunháw	for growing things, not fruit, to be green; recent, young	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*luh(e)naw	green, as vegetation	ma-lunaw	green	Kalagan	Kalagan	kala1388	6.8126	125.328	PPh	14
*luh(e)naw	green, as vegetation	lunew	of a field in which the plants are beginning to sprout, to turn green; to have greenish tinge	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	14
*luh(e)naw	green, as vegetation	ma-ronaw	green (as leaves)	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	14
*luh(e)naw	green, as vegetation	lonaw	sprout	Maranao	Maranao	mara1404	7.79414	124.175	PPh	14
*luh(e)naw	green, as vegetation	lunaw	green		Proto-Sangiric				PPh	14
*luh(e)naw	green, as vegetation	glunow	green	Central Subanen	Subanen/Subanun	cent2089	8.12701	123.018	PPh	14
*luh(e)naw	green, as vegetation	glunow	green	Western Subanon	Subanon	west2557	7.79964	122.341	PPh	14
*luh(e)naw	green, as vegetation	lenaw	the color green; the green part of something; green, immature, young (of rice)	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	14
*luh(e)naw	green, as vegetation	lunew	green	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	14
*luh(e)naw	green, as vegetation	lunow	green	Ratahan	Toratán	rata1244	1.07592	124.858	PPh	14
*paspás₄	do something quickly, in a hurry	paspas	quickly, in a rush	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	14
*paspás₄	do something quickly, in a hurry	páspas	to hurry up, speed up, go faster; fast, quick, hurried; rash, too quick	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	14
*paspás₄	do something quickly, in a hurry	pa-paspas-on	to make something run faster (as a vehicle)	Bikol	Bikol	biko1240			PPh	14
*paspás₄	do something quickly, in a hurry	paspas	to work energetically	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	14
*paspás₄	do something quickly, in a hurry	paspas	fast in motion or doing something; do something hurriedly, get to be fast	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*paspás₄	do something quickly, in a hurry	paspas	fast, quick, speedy	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	14
*paspás₄	do something quickly, in a hurry	paspas-án	to do quickly	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	14
*paspás₄	do something quickly, in a hurry	paspas	to do something in a hurry	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	14
*paspás₄	do something quickly, in a hurry	paspas-an	to speed up (when doing something); to do something faster	Mapun	Mapun	mapu1244	6.09061	118.75	PPh	14
*paspás₄	do something quickly, in a hurry	paspás	spurt or burst of speed, activity or effort	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	14
*paspás₄	do something quickly, in a hurry	paspas-i	speed up! (imper.)	Tausug	Tausug	taus1251	5.12236	118.88	PPh	14
*paspás₄	do something quickly, in a hurry	fasfas	to hurry something; quick, speedy	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	14
*paspás₄	do something quickly, in a hurry	paspas-í	to hurry up; be hasty; get faster; rush up	Waray (Philippines)	Waray-Waray	wara1300	11.4911	125.012	PPh	14
*paspás₄	do something quickly, in a hurry	paspas-an	to speed up an action	Yakan	Yakan	yaka1277	6.531023	122.021729	PPh	14
*sub(e)líq	to pass one another while going in different directions	mag-tobli-an	to miss each other by passing different ways or arriving at different times	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	14
*sub(e)líq	to pass one another while going in different directions	súbliʔ	to take another’s place, replace, substitute for	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	14
*sub(e)líq	to pass one another while going in different directions	mag-sublíʔ	to borrow something	Bikol	Bikol	biko1240			PPh	14
*sub(e)líq	to pass one another while going in different directions	subliʔ	to repeat something; to do something again	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	14
*sub(e)líq	to pass one another while going in different directions	s<um>ublí	to arrive just as another person departs; to take the place of another person	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	14
*sub(e)líq	to pass one another while going in different directions	súbliʔ	to do something twice; repeat, say something again; re-elect someone	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*sub(e)líq	to pass one another while going in different directions	sobdi	to pass one another on the way --- esp. of those who want to meet	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	14
*sub(e)líq	to pass one another while going in different directions	ag-sublí-sublí	to go back and forth	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	14
*sub(e)líq	to pass one another while going in different directions	i-sublí	to return, to bring back, to restore	Isnag	Isneg	isna1241	18.2139	121.16	PPh	14
*sub(e)líq	to pass one another while going in different directions	ma-nubli	to take the place of, to replace (as a second husband); used only in tales	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	14
*sub(e)líq	to pass one another while going in different directions	i-sublíʔ	to return something	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	14
*sub(e)líq	to pass one another while going in different directions	subliʔ	to do the same thing over again; to repeat an action	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	14
*sub(e)líq	to pass one another while going in different directions	soliʔ	to hit back	Maranao	Maranao	mara1404	7.79414	124.175	PPh	14
*sub(e)líq	to pass one another while going in different directions	mag-subli	to come and go (of people and vehicles, some leaving, others arriving); to alternate, to take turns	Yakan	Yakan	yaka1277	6.531023	122.021729	PPh	14
*tuláy	bridge	tolay	bridge	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	14
*tuláy	bridge	tueáy	a bridge	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	14
*tuláy	bridge	mag-tuláy	to bridge or span	Bikol	Bikol	biko1240			PPh	14
*tuláy	bridge	tulay	a bridge	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	14
*tuláy	bridge	tuláy	bridge	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	14
*tuláy	bridge	tuláy	a bridge; put a bridge across	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*tuláy	bridge	tuláy	bridge, a general term	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	14
*tuláy	bridge	tuláy	a bridge	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	14
*tuláy	bridge	tolay-en	to make into a bridge	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	14
*tuláy	bridge	tuley	a bridge	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	14
*tuláy	bridge	tolay	bridge	Maranao	Maranao	mara1404	7.79414	124.175	PPh	14
*tuláy	bridge	tuláy	a bridge	Masbatenyo	Masbatenyo	masb1238	12.21453	123.63579	PPh	14
*tuláy	bridge	tulay	a bridge	Romblomanon	Romblomanon	romb1245	12.4047	122.56	PPh	14
*tuláy	bridge	pag-tuláy	the act of crossing a bridge	Waray (Philippines)	Waray-Waray	wara1300	11.4911	125.012	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	mag-tulód	to push	Bikol	Bikol	biko1240			PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	ʔi-tulud	to push, to shove	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tulud-túlud	to pass work, blame onto one another	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	mag-tulúd	to push (as a car to get it started)	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	ʔi-tulud	to help something along, take someone, something somewhere (as by giving a boost, accompanying to a certain place, etc.)	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	túlud	act of pushing, antithesis of pulling	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tulúd	to rock, sway (as a hammock or swing)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tulud	to push something to start it moving; to help someone get started on a journey by going part way with them	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	torod	to push	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tolod	to push	Maranao	Maranao	mara1404	7.79414	124.175	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tulud	push it away, give it a punch	Mongondow	Mongondow	mong1342	0.64616	124.114	PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tulud	to push		Proto-Sama-Bajaw				PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tulud	to push		Proto-Sangiric				PPh	14
*tulúd	push something to start it moving; accompany someone to help them start a journey	tood	to shake	Yami	Yami	yami1254	22.055	121.544	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	típon	to gather, collect, assemble (non-homogeneous things)	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	tipon	to gather together	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	mag-t<ir>ípon	to assemble, come together, congregate, gather, meet	Bikol	Bikol	biko1240			PPh	14
*típun	to assemble, come together (of people); bring together (of things)	tipun	to assemble; to gather; to bring together in a group; to marry	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	tipun	grouped, gathered together; to group	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	ka-típun	housemate	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	tipún-un	be gathered	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	i-tipon	to unite man and woman --- of the action of a community in marrying a young couple or uniting the separated	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	ag-típon	to assemble, unite, gather, convene, meet	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	típun	gather, collect, accumulate	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	tipon	to gather; to save; to collect; to pile up	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	típon	assembly, gathering; savings; to collect, gather up	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	mag-típon	to collect; to bring together; to gather (something); to gather; to come together; to form into a group	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	14
*típun	to assemble, come together (of people); bring together (of things)	tifon	to gather things into a pile	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	14
*ísip	thinking, thoughts; opinion	mag-isip	to think, to give thought to something; to consider something	Agutaynen	Agutaynen	agut1237	10.5328	119.655	PPh	14
*ísip	thinking, thoughts; opinion	ísip	egoistic, selfish, always considering oneself; think of, consider, reckon, ponder; thought, consideration	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	14
*ísip	thinking, thoughts; opinion	isíp	selfish; an egoist or egotist	Bikol	Bikol	biko1240			PPh	14
*ísip	thinking, thoughts; opinion	ísip	thought, understanding, judgement, sense, opinion, think, think deeply, plan	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	14
*ísip	thinking, thoughts; opinion	ísip	count something; consider, treat something or someone as something	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	14
*ísip	thinking, thoughts; opinion	ísip	thoughts, thinking; perception, feeling; think	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	14
*ísip	thinking, thoughts; opinion	ísip	number, count	Hiligaynon	Hiligaynon	hili1240	10.4018	122.974	PPh	14
*ísip	thinking, thoughts; opinion	ísip	intellect, mind, intelligence; consider, think on, study, ponder	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	14
*ísip	thinking, thoughts; opinion	ísip	think, deem, be of opinion	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	14
*ísip	thinking, thoughts; opinion	ísip	think	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	14
*ísip	thinking, thoughts; opinion	isip	the mind; to think	Western Bukidnon Manobo	Manobo (Western Bukidnon)	west2555	7.6682	124.825	PPh	14
*ísip	thinking, thoughts; opinion	isip	count; number	Maranao	Maranao	mara1404	7.79414	124.175	PPh	14
*ísip	thinking, thoughts; opinion	ísip	mind; to think	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	14
*ísip	thinking, thoughts; opinion	ísip	thought, understanding, judgment, sense; criterion, opinion; discernment; idea; plan, intend	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	14
*abaká	Manila hemp: Musa textilis	abaka	abaca, Manila hemp	Tagbanwa	Aborlan Tagbanwa	tagb1258	9.54263	118.497	PPh	13
*abaká	Manila hemp: Musa textilis	abaká	abaca fibres, Manila hemp: Musa textilis	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	13
*abaká	Manila hemp: Musa textilis	ábaka	abaca, Manila hemp: Musa textilis	Bikol	Bikol	biko1240			PPh	13
*abaká	Manila hemp: Musa textilis	ʔabaká	Manila hemp, abacá (Musa textilis Ne'e)	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	13
*abaká	Manila hemp: Musa textilis	abaká	Manila hemp	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	13
*abaká	Manila hemp: Musa textilis	abaká	Manila hemp	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	13
*abaká	Manila hemp: Musa textilis	avaka	fiber-producing banana tree. Musa sp.	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	13
*abaká	Manila hemp: Musa textilis	abaka	the abaca plant, fiber, or cloth	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	13
*abaká	Manila hemp: Musa textilis	waka	Musa textilis Nee: abaca, Manila hemp	Maranao	Maranao	mara1404	7.79414	124.175	PPh	13
*abaká	Manila hemp: Musa textilis	abaká	hemp	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	13
*abaká	Manila hemp: Musa textilis	wogu	uncultivated abaca, usually not good to strip	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	13
*abaká	Manila hemp: Musa textilis	wogo	an abaca	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	13
*abaká	Manila hemp: Musa textilis	avaka	a plant: Manila hemp	Yami	Yami	yami1254	22.055	121.544	PPh	13
*dúdun	grasshopper, locust	duron-on	be eaten or destroyed by locusts	Bikol	Bikol	biko1240			PPh	13
*dúdun	grasshopper, locust	dúdun	kind of migratory locust	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	13
*dúdun	grasshopper, locust	dudún	grasshopper	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	13
*dúdun	grasshopper, locust	dúlon	locust; be attacked by locusts; swarm somewhat like locusts	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	13
*dúdun	grasshopper, locust	dúdun	locust	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	13
*dúdun	grasshopper, locust	dódon	locust	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	13
*dúdun	grasshopper, locust	dódon	locust	Isnag	Isneg	isna1241	18.2139	121.16	PPh	13
*dúdun	grasshopper, locust	lolon	grasshopper, locust	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	13
*dúdun	grasshopper, locust	lolon	grasshopper	Itbayat	Ivatan	ivat1242	20.77	121.85	PPh	13
*dúdun	grasshopper, locust	dúun	locust	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	13
*dúdun	grasshopper, locust	durún	locust	Pampanga	Kapampangan	pamp1243	14.9603	120.502	PPh	13
*dúdun	grasshopper, locust	durón	winged stage of locust or grasshopper	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	13
*dúdun	grasshopper, locust	zozon	locust, grasshopper	Yami	Yami	yami1254	22.055	121.544	PPh	13
*haq(e)muq	tame, docile, mild-mannered	pa-ámu	a working water buffalo; a water buffalo which has been broken in	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	13
*haq(e)muq	tame, docile, mild-mannered	ámo-ámo	to speak softly and gently to someone with a reluctant attitude in order to win him over to your side; to act apologetically to someone with whom you have had a misunderstanding; to persuade, to induce, to win over to one’s side	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	13
*haq(e)muq	tame, docile, mild-mannered	amo-an	to make someone or something obey	Ibaloi	Ibaloy	ibal1244	16.4263	120.695	PPh	13
*haq(e)muq	tame, docile, mild-mannered	amo	afraid	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	13
*haq(e)muq	tame, docile, mild-mannered	ámo	concept of tameness	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	13
*haq(e)muq	tame, docile, mild-mannered	y-amo	to reconcile people	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	13
*haq(e)muq	tame, docile, mild-mannered	na-ámo	tame, domesticated, gentle	Isnag	Isneg	isna1241	18.2139	121.16	PPh	13
*haq(e)muq	tame, docile, mild-mannered	ha-haʔmo-an	to frighten	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	13
*haq(e)muq	tame, docile, mild-mannered	na-ámo	tame, domesticated; quiet, calm, still; docile; submissive; gentle	Kankanaey	Kankanaey	kank1243	16.8548	120.689	PPh	13
*haq(e)muq	tame, docile, mild-mannered	ma-ámo	tame (refers only to animals)	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	13
*haq(e)muq	tame, docile, mild-mannered	pa-amo-on	to tame	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	13
*haq(e)muq	tame, docile, mild-mannered	pa-amo-on	to tame	Tinà Sambal	Sambal (Tina)	tina1248	15.5797	120.095	PPh	13
*haq(e)muq	tame, docile, mild-mannered	amo	ashamed, embarrassed	Yami	Yami	yami1254	22.055	121.544	PPh	13
*lepad	to fly; flight	lepad	flight; to fly	Abenlen Ayta	Ayta Abellan	aben1249	15.4131	120.2	PPh	13
*lepad	to fly; flight	lupád	to fly, take a plane, be sent flying; pass swiftly by; fly into a rage	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	13
*lepad	to fly; flight	lɨpad	to fly	Mamanwa	Mamanwa	mama1275	9.44744	125.548	PPh	13
*lepad	to fly; flight	lepad-en	to fly	Nuclear Palawan	Palawano	nucl1738			PPh	13
*lepad	to fly; flight	lempad	to fly		Proto-Minahasan				PPh	13
*lepad	to fly; flight	lɨpad	to fly	Botolan Sambal	Sambal	boto1242	15.2315	120.164	PPh	13
*lepad	to fly; flight	l<um>pad	to fly	Bolinao	Sambal (Bolinaw)	boli1256	16.3071	119.853	PPh	13
*lepad	to fly; flight	lɨpad	to fly	Botolan Sambal	Sambal (Botolan)	boto1242	15.2315	120.164	PPh	13
*lepad	to fly; flight	l<om>par	to fly	Tinà Sambal	Sambal (Tina)	tina1248	15.5797	120.095	PPh	13
*lepad	to fly; flight	lipar-ín	to fly to or towards something	Tagalog	Tagalog	taga1270	14.06	121.747	PPh	13
*lepad	to fly; flight	refar	to fly	Tiruray	Tiruray	tiru1241	6.77321	124.127	PPh	13
*lepad	to fly; flight	lempar	to fly	Tondano	Tondano	tond1251	1.28024	124.964	PPh	13
*lepad	to fly; flight	lepad	to fly	Tonsawang	Tonsawang	tons1239	1.0539	124.652	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	ka-eánot-an	abaca plantation	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanut	raw abaca fiber; hemp from abaca	Talaandig-Binukid	Binukid	binu1244	8.15933	124.892	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanot	vine	Casiguran-Nagtipunan Agta	Casiguran Dumagat	casi1235	16.2176	121.878	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lánut	hemp from abaca; any kind of long, tough plant fibers; make hemp from abaca	Cebuano	Cebuano	cebu1242	8.38799	124.367	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	hanot	kind of tree used for posts; the thick inner fibrous bark of the tree that can be stripped by just pulling it off the tree (used for straps of baskets, making rope, or for tying something, as rice bundles)	Ibatan	Ibatan	ibat1238	18.9398	121.909	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanót-an	kind of tree: Bombicydendron vidalianum	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	xanot	a plant with useful fiber: Hibiscus tiliaceus L.	Itbayat	Itbayaten	ivat1242	20.77	121.85	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	hanut	a plant: Hibiscus tiliaceous Linn.	Itbayat	Ivatan	ivat1242	20.77	121.85	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanot	fiber; abaca fiber	Mansaka	Mansaka	mans1262	6.79221	126.181	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lánot	thick fiber	Pangasinan	Pangasinan	pang1290	15.9377	120.365	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanut	hemp, abaca fiber	Central Subanen	Subanen/Subanun	cent2089	8.12701	123.018	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanut	hemp, abaca fiber	Western Subanon	Subanon	west2557	7.79964	122.341	PPh	13
*lánut	abaca fiber; fiber-yielding plant; kind of tree with bark that yields a vine-like fiber	lanut	to reject strands of abaca fiber that are smaller and softer than the rest	Calamian Tagbanwa	Tboli	cala1258	12.0716	120.094	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	isdáʔ	fish	Aklanon	Aklanon	akla1240	11.55432	122.35413	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	sirá	fish	Pamplona Atta	Atta (Pamplona)	pamp1244	18.4738	121.3	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	siráʔ	fish; anything eaten with rice; main course, viand; to eat something with rice	Bikol	Bikol	biko1240			PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	ʔisdá	to eat meat, including fish and edible insects such as crickets and beetles, but excluding snails	Bontok	Bontok	bont1247	17.09386	121.02662	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	ʔisdáʔ	fish	Hanunoo	Hanunóo	hanu1241	12.4159	121.221	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	ihdá vian	what is eaten with rice or sweet potatoes	Mayoyao Ifugao	Ifugaw	mayo1262	16.9984	121.29	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	sidá	any article of food that is eaten with rice (meat, fish, vegetables, etc.)	Iloko	Ilokano	ilok1237	15.9361	120.993	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	sidá	any article of food that is eaten with rice	Isnag	Isneg	isna1241	18.2139	121.16	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	isirá	meat or fish viand or side dish	Itawit	Itawis	itaw1240	17.7329	121.58	PPh	13
*sidáq	protein side-dish eaten with rice (typically fish)	paŋ-isdaʔ	fish	Maranao	Maranao	mara1404	7.79414	124.175	PPh	13
